1, 3, 2, 4, 3, 3, 1, 3, 0, 4, 3, 0, 4, 2, 1, 4, 3, 1, 1, 0, 2, 4, 0, 0, 0, 3, 1, 
2,1,0&3,1,0: k=20000.000000, b=0.000000, c=0.000000
2,2,2&3,2,1: k=2000.000000, b=0.000000, c=0.000000
1,0,1&2,1,1: k=2000.000000, b=0.020000, c=3.141593
0,2,1&0,3,1: k=2000.000000, b=0.020000, c=3.141593
2,0,1&2,1,1: k=2000.000000, b=0.020000, c=3.141593
0,2,2&0,3,3: k=2000.000000, b=0.000000, c=0.000000
2,0,3&3,1,2: k=2000.000000, b=0.020000, c=0.000000
1,0,1&2,0,2: k=2000.000000, b=0.039105, c=3.243573
2,1,0&3,2,1: k=0.000000, b=0.000000, c=0.000000
2,1,1&2,1,2: k=2000.000000, b=0.020000, c=3.141593
2,0,2&2,1,1: k=2000.000000, b=0.020000, c=3.141593
1,1,3&2,0,2: k=2000.000000, b=0.000000, c=0.000000
1,0,1&2,1,0: k=0.000000, b=0.000000, c=0.000000
1,2,1&2,3,1: k=0.000000, b=0.000000, c=0.000000
1,1,2&2,0,1: k=2000.000000, b=0.020000, c=3.141593
2,0,1&2,1,2: k=2000.000000, b=0.029578, c=3.031923
2,0,1&2,0,2: k=2000.000000, b=0.020000, c=3.141593
1,0,2&2,1,2: k=2000.000000, b=0.000000, c=0.000000
1,0,2&2,0,1: k=2000.000000, b=0.020000, c=3.141593
1,0,2&2,0,2: k=2000.000000, b=0.000000, c=0.000000
1,1,2&2,0,2: k=2000.000000, b=0.000000, c=0.000000
2,0,2&2,1,2: k=2000.000000, b=0.000000, c=0.000000
2,1,0&3,0,1: k=20000.000000, b=0.000000, c=0.000000
1,1,2&2,1,3: k=20000.000000, b=0.000000, c=0.000000
0,0,2&1,0,1: k=2000.000000, b=0.020000, c=3.141593
2,1,1&2,2,2: k=2000.000000, b=0.000000, c=0.000000
1,0,1&1,1,2: k=2000.000000, b=0.020000, c=3.141593
1,0,3&2,1,2: k=2000.000000, b=0.000000, c=0.000000
2,1,2&2,1,3: k=20000.000000, b=0.000000, c=0.000000
2,0,2&2,0,3: k=2000.000000, b=0.000000, c=0.000000
1,0,3&2,1,3: k=2000.000000, b=0.000000, c=0.000000
3,0,2&3,1,1: k=2000.000000, b=0.000000, c=0.000000
1,1,2&2,2,2: k=20000.000000, b=0.000000, c=0.000000
0,1,0&1,1,1: k=20000.000000, b=0.010494, c=0.010375
1,0,3&2,0,3: k=2000.000000, b=0.000000, c=0.000000
2,3,2&3,3,3: k=20000.000000, b=0.009604, c=0.009720
1,2,1&2,1,0: k=0.000000, b=0.000000, c=0.000000
2,0,3&2,1,3: k=2000.000000, b=0.000000, c=0.000000
1,2,0&2,1,1: k=0.000000, b=0.000000, c=0.000000
2,0,2&3,0,1: k=2000.000000, b=0.000000, c=0.000000
2,1,2&3,0,2: k=2000.000000, b=0.020000, c=0.000000
1,1,1&2,2,0: k=0.000000, b=0.000000, c=0.000000
2,1,1&2,2,0: k=0.000000, b=0.000000, c=0.000000
2,1,0&2,2,1: k=0.000000, b=0.000000, c=0.000000
0,1,1&1,1,1: k=20000.000000, b=0.000000, c=0.000000
1,2,1&2,1,1: k=0.000000, b=0.000000, c=0.000000
1,2,2&2,2,1: k=2000.000000, b=0.020000, c=0.000000
3,0,1&3,1,2: k=2000.000000, b=0.000000, c=0.000000
2,0,2&3,1,3: k=2000.000000, b=0.020000, c=0.000000
1,1,2&2,2,1: k=2000.000000, b=0.020000, c=0.000000
0,1,1&1,0,2: k=2000.000000, b=0.020000, c=3.141593
2,2,1&2,3,2: k=2000.000000, b=0.020000, c=3.141593
0,0,1&1,0,0: k=20000.000000, b=0.000000, c=0.000000
2,2,1&2,2,2: k=2000.000000, b=0.000000, c=0.000000
2,2,0&3,1,0: k=0.000000, b=0.000000, c=0.000000
1,2,2&2,1,1: k=2000.000000, b=0.020000, c=0.000000
3,1,1&3,1,2: k=2000.000000, b=0.000000, c=0.000000
1,1,3&1,2,2: k=20000.000000, b=0.000000, c=0.000000
2,0,0&3,1,0: k=20000.000000, b=0.000000, c=0.000000
1,2,2&2,2,2: k=20000.000000, b=0.000000, c=0.000000
2,1,2&2,2,2: k=20000.000000, b=0.000000, c=0.000000
0,3,3&1,2,2: k=2000.000000, b=0.000000, c=0.000000
1,2,2&2,2,3: k=20000.000000, b=0.000000, c=0.000000
3,1,1&3,2,0: k=0.000000, b=0.000000, c=0.000000
3,2,3&3,3,2: k=20000.000000, b=0.000000, c=0.000000
1,1,3&2,2,2: k=20000.000000, b=0.000000, c=0.000000
3,1,0&3,1,1: k=20000.000000, b=0.000000, c=0.000000
1,0,1&1,1,0: k=20000.000000, b=0.000000, c=0.000000
2,1,1&3,2,1: k=2000.000000, b=0.000000, c=0.000000
2,2,2&2,2,3: k=20000.000000, b=0.000000, c=0.000000
1,2,3&2,1,2: k=20000.000000, b=0.000000, c=0.000000
0,1,1&0,2,0: k=0.000000, b=0.000000, c=0.000000
2,1,2&2,2,3: k=20000.000000, b=0.000000, c=0.000000
1,3,0&2,2,1: k=0.000000, b=0.000000, c=0.000000
1,2,3&2,2,3: k=20000.000000, b=0.000000, c=0.000000
1,2,3&2,1,3: k=20000.000000, b=0.000000, c=0.000000
2,1,3&2,2,3: k=20000.000000, b=0.000000, c=0.000000
1,2,0&2,3,1: k=0.000000, b=0.000000, c=0.000000
1,1,0&2,2,0: k=0.000000, b=0.000000, c=0.000000
0,3,3&1,3,2: k=2000.000000, b=0.000000, c=0.000000
2,2,2&3,1,2: k=2000.000000, b=0.000000, c=0.000000
1,3,0&2,2,0: k=0.000000, b=0.000000, c=0.000000
0,1,1&0,2,2: k=2000.000000, b=0.020000, c=3.141593
1,3,0&2,3,1: k=0.000000, b=0.000000, c=0.000000
1,2,1&2,3,0: k=0.000000, b=0.000000, c=0.000000
2,0,1&3,1,2: k=2000.000000, b=0.010146, c=0.009604
1,3,1&2,2,0: k=0.000000, b=0.000000, c=0.000000
1,3,1&2,2,1: k=0.000000, b=0.000000, c=0.000000
1,2,1&2,2,0: k=0.000000, b=0.000000, c=0.000000
2,2,1&2,3,1: k=2000.000000, b=0.000000, c=0.000000
1,2,1&2,3,2: k=2000.000000, b=0.020000, c=3.141593
2,1,3&3,0,3: k=2000.000000, b=0.020000, c=0.000000
2,2,1&3,2,0: k=2000.000000, b=0.000000, c=0.000000
1,3,1&2,2,2: k=2000.000000, b=0.020000, c=3.141593
3,1,0&3,2,0: k=0.000000, b=0.000000, c=0.000000
2,1,0&2,2,0: k=0.000000, b=0.000000, c=0.000000
2,3,1&2,3,2: k=2000.000000, b=0.030623, c=3.288953
2,2,2&2,3,1: k=2000.000000, b=0.020000, c=3.141593
1,3,2&2,3,2: k=20000.000000, b=0.000000, c=0.000000
2,2,0&3,3,0: k=2000.000000, b=0.000000, c=0.000000
1,3,2&2,2,2: k=20000.000000, b=0.000000, c=0.000000
0,1,2&1,0,1: k=2000.000000, b=0.020000, c=3.141593
2,2,2&3,3,2: k=20000.000000, b=0.000000, c=0.000000
2,2,2&2,3,2: k=20000.000000, b=0.000000, c=0.000000
1,2,2&2,3,3: k=20000.000000, b=0.000000, c=0.000000
2,1,1&3,1,1: k=2000.000000, b=0.000000, c=0.000000
1,3,2&2,3,3: k=20000.000000, b=0.000000, c=0.000000
0,1,3&1,1,3: k=2000.000000, b=0.020000, c=3.141593
2,3,2&3,2,1: k=2000.000000, b=0.030827, c=3.208392
1,3,2&2,2,3: k=20000.000000, b=0.000000, c=0.000000
1,3,3&2,3,2: k=20000.000000, b=0.000000, c=0.000000
3,0,2&3,0,3: k=2000.000000, b=0.020000, c=0.000000
1,0,0&1,1,1: k=20000.000000, b=0.000000, c=0.000000
2,2,3&2,3,2: k=20000.000000, b=0.000000, c=0.000000
2,2,3&3,3,2: k=20000.000000, b=0.000000, c=0.000000
2,2,2&2,3,3: k=20000.000000, b=0.000000, c=0.000000
2,1,0&3,2,0: k=0.000000, b=0.000000, c=0.000000
0,3,2&1,3,2: k=2000.000000, b=0.020000, c=3.141593
2,2,3&2,3,3: k=20000.000000, b=0.000000, c=0.000000
2,0,0&3,0,1: k=20000.000000, b=0.000000, c=0.000000
2,1,0&3,1,1: k=20000.000000, b=0.000000, c=0.000000
0,2,2&1,3,1: k=2000.000000, b=0.020000, c=3.141593
3,0,0&3,1,0: k=20000.000000, b=0.000000, c=0.000000
2,0,1&3,0,0: k=20000.000000, b=0.000000, c=0.000000
2,1,1&3,0,0: k=20000.000000, b=0.000000, c=0.000000
3,0,0&3,1,1: k=20000.000000, b=0.000000, c=0.000000
2,0,1&3,1,1: k=20000.000000, b=0.000000, c=0.000000
1,3,1&2,3,1: k=0.000000, b=0.010298, c=0.010066
2,1,1&3,0,1: k=20000.000000, b=0.009840, c=0.009992
2,1,1&3,1,2: k=2000.000000, b=0.019638, c=0.020320
1,1,1&2,2,2: k=2000.000000, b=0.020000, c=0.000000
2,1,2&3,0,1: k=2000.000000, b=0.000000, c=0.000000
